TrackID,TrackName,TrackUri,Labels,ReleaseDate,Duration,PlayCount,Image
74,I KNOW ?,spotify:track:6wsqVwoiVH2kde4k4KKAFU,Cactus Jack/Epic,7/28/2023,211582,442396387,image74.jpg
75,Sweater Weather,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,Columbia,4/19/2013,240400,2751971486,image75.jpg
76,Another Love,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,ITNO/Columbia,6/24/2013,244360,2290893353,image76.jpg
77,Breathe,spotify:track:5NAOhPAZ57eFAXr3qatS6i,Field Trip Recordings/Capitol Records,2/16/2024,170847,71616101,image77.jpg
78,Prada,spotify:track:59NraMJsLaMCVtwXTSia8i,Ministry of Sound Recordings,8/11/2023,132359,482322843,image78.jpg
79,Agora Hills,spotify:track:5PyDJG7SQRgWXefgexqIge,Kemosabe Records/RCA Records,9/20/2023,265360,432350595,image79.jpg
80,Heartless,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Roc-A-Fella,11/24/2008,211000,1225938126,image80.jpg
81,exes,spotify:track:4E63weMCaNZuGPEFMnuEi8,RCA Records Label,12/8/2023,159400,240129838,image81.jpg
82,Una Foto Remix (feat. Emilia),spotify:track:1kqH58eGh2ZTOHwqBIB2tM,Mesita,1/5/2024,243898,137457466,image82.jpg
83,Evergreen,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,5/17/2017,87000,393230392,image83.jpg
84,Father Stretch My Hands Pt. 1,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Rock The World/IDJ/Kanye LP7,6/10/2016,135920,1027369952,image84.jpg
85,Sunflower - Spider-Man: Into the Spider-Verse,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,Republic Records,9/6/2019,157560,3236813987,image85.jpg
86,Locked out of Heaven,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Atlantic Records,12/7/2012,233653,1884243716,image86.jpg
87,Surround Sound (feat. 21 Savage & Baby Tate),spotify:track:1udwFobQ1JoOdWPQrp2b6u,Dreamville/Interscope,10/31/2022,229938,483811461,image87.jpg
88,cardigan,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,7/24/2020,239560,1221093196,image88.jpg
89,Whatever She Wants,spotify:track:57wp7VFnV8X0pSVnYArGeJ,TrapSoul/RCA Records,2/13/2024,161342,90447091,image89.jpg
90,Pink + White,spotify:track:3xKsf9qdS1CyvXSMEid6g8,"Boys Don""t Cry",8/20/2016,184516,1185809838,image90.jpg
91,Have You Ever Seen The Rain,spotify:track:2LawezPeJhN4AWuSB0GtAU,Craft Recordings,12/7/1970,160133,1466798161,image91.jpg
92,Every Breath You Take,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,Polydor Records,6/17/1983,253920,1938577492,image92.jpg
93,Si No Estás,spotify:track:2HafqoJbgXdtjwCOvNEF14,Acqustic,9/23/2022,184061,583627030,image93.jpg
94,"I""m Good (Blue)",spotify:track:4uUG5RXrOk84mYEfFvj3cK,Parlophone UK,8/26/2022,175238,1535119226,image94.jpg
95,"I Ain""t Worried",spotify:track:4fYte8ZvTK14NEhAOZocBi,Interscope Records,5/13/2022,148120,1487884062,image95.jpg
96,Stargirl Interlude,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,Universal Republic Records,11/24/2016,111626,961453361,image96.jpg
97,FUK SUMN,spotify:track:5tEaVciE2GnR28aN6W9cLS,Ye,2/9/2024,209577,80739803,image97.jpg
98,"Is It Over Now? (Taylor""s Version) (From The Vault)",spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,10/26/2023,229477,357824873,image98.jpg
99,In the End,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Warner Records,,216880,1932307798,image99.jpg
100,Apocalypse,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Partisan Records,6/9/2017,290616,1199703853,image100.jpg
101,Viva La Vida,spotify:track:1mea3bSkSGXuIRvnydlB5b,Parlophone UK,5/26/2008,242373,1996126909,image101.jpg
102,Ghost,spotify:track:6I3mqTwhRpn34SLVafSH7G,RBMG/Def Jam,3/19/2021,153190,1497460126,image102.jpg
103,Iris,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,Warner Records,9/11/1998,289533,1592938177,image103.jpg
104,AMARGURA,spotify:track:505v13epFXodT9fVAJ6h8k,Universal Music Latino,2/24/2023,170480,523492551,image104.jpg
105,See You Again (feat. Kali Uchis),spotify:track:7KA4W4McWYRpgf0fWsJZWB,Columbia,7/21/2017,180386,1475916684,image105.jpg
106,Regalo De Dios,spotify:track:51qYdMBxt9mFbtZBzq1Yfi,UMLE - Fonovisa,11/17/2023,185933,104551396,image106.jpg
107,Counting Stars,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,Mosley / Interscope,1/1/2013,257265,2357270925,image107.jpg
108,Love Me Again,spotify:track:2N0SPREDYqILVEFSsWF5N5,BIGHIT MUSIC,8/11/2023,182293,494518322,image108.jpg
109,Whatever,spotify:track:0LMwmV37RCmBO2so0szAFs,Kygo/RCA Records,1/19/2024,178273,112545862,image109.jpg
110,Set Fire to the Rain,spotify:track:7j4OmvkjRz0PrjFADlHfQx,XL Recordings,1/24/2011,242973,1513314250,image110.jpg
111,I Love You So,spotify:track:4SqWKzw0CbA05TGszDgMlc,Warner Records,11/28/2014,160239,1289083249,image111.jpg
112,Scared To Start,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Warner Records,1/12/2024,159636,126113845,image112.jpg
113,Shut up My Moms Calling,spotify:track:3hxIUxnT27p5WcmjGUXNwx,"Hotel Ugly, under exclusive license to Amuseio AB",2/10/2020,164571,750028889,image113.jpg
114,We Found Love,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,Def Jam Recordings,11/18/2011,215226,1556562358,image114.jpg
115,Romantic Homicide,spotify:track:1xK59OXxi2TAAAbmZK0kBL,Darkroom/Interscope Records,7/20/2022,132630,1042190806,image115.jpg
116,Everybody Wants To Rule The World,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,UMC (Universal Music Catalogue),2/25/1985,251488,1547040058,image116.jpg
117,500lbs,spotify:track:6rjuKpPydT2SxN15TZpV7r,Galactic Records/Lil Tecca,9/22/2023,144390,281760967,image117.jpg
118,MY EYES,spotify:track:4kjI1gwQZRKNDkw1nI475M,Cactus Jack/Epic,7/28/2023,251249,329937402,image118.jpg
119,Without Me,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Aftermath,5/26/2002,290320,2038907411,image119.jpg
120,LALA,spotify:track:7ABLbnD53cQK00mhcaOUVG,WEA Latina,3/23/2023,197920,856516964,image120.jpg
121,Don’t Blame Me,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,"Big Machine Records, LLC",11/10/2017,236413,1049868755,image121.jpg
122,3D (feat. Jack Harlow),spotify:track:01qFKNWq73UfEslI0GvumE,BIGHIT MUSIC,10/2/2023,201812,482384584,image122.jpg
123,Made For Me,spotify:track:0WIv5qV41y6YjjB9V1biuC,"Supergiant Records, LLC / Def Jam Recordings",9/15/2023,188000,85541470,image123.jpg
124,Nonsense,spotify:track:6dgUya35uo964z7GZXM07g,Island Records,7/15/2022,163648,697670370,image124.jpg
125,fukumean,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,300 Entertainment,6/16/2023,125040,680350826,image125.jpg
126,Poco A Poco,spotify:track:4loIMejzvt11s97SGVEat8,Interscope Records,9/21/2023,156040,223135339,image126.jpg
127,Something in the Orange,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Warner Records,4/22/2022,228013,791368791,image127.jpg
128,Demons,spotify:track:5qaEfEh1AtSdrdrByCP7qR,Kid Ina Korner / Interscope,9/4/2012,177506,2169840990,image128.jpg
129,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,Darkroom,4/19/2018,200185,2716285887,image129.jpg
130,No Role Modelz,spotify:track:68Dni7IE4VyPkTOH9mRWHr,Roc Nation Records LLC,12/9/2014,292799,2142899322,image130.jpg
131,Lovers Rock,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,6/5/2014,213920,796195442,image131.jpg
132,Somewhere Only We Know,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Interscope,1/1/2004,236160,1432944484,image132.jpg
133,Last Night,spotify:track:7K3BhSpAxZBznislvUMVtn,Big Loud Records / Mercury Records / Republic Records,3/3/2023,163854,817930282,image133.jpg
134,Smart,spotify:track:4lR8sYGMGZPvthF2yUfo7T,SOURCE MUSIC,2/19/2024,166384,67526022,image134.jpg
135,Alucin,spotify:track:6ED7qim1NAX1HjNU8039WS,"WKMX, División of WK Records / RB Records",11/17/2023,197114,171369136,image135.jpg
136,La Bachata,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Sony Music Latin/La Industria,3/17/2023,162637,1593536813,image136.jpg
137,Save Your Tears,spotify:track:5QO79kh1waicV47BqGRL3g,Republic Records,3/20/2020,215626,1912810999,image137.jpg
138,IDGAF (feat. Yeat),spotify:track:2YSzYUF3jWqb9YP9VXmpjE,OVO/Republic,10/6/2023,260111,349730351,image138.jpg
139,un x100to,spotify:track:2yzshFeBIwH8tWIqHEFLeD,Grupo Frontera,8/25/2023,194563,940610391,image139.jpg
140,Columbia,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,7/7/2023,186000,651751412,image140.jpg
141,"Creepin"" (with The Weeknd & 21 Savage)",spotify:track:2dHHgzDwk4BJdRwy9uXhTO,Republic Records,12/2/2022,221520,1260958201,image141.jpg
142,Love On,spotify:track:2fB5YRuD88drKpCXQOAk03,Interscope Records,2/22/2024,181650,27756883,image142.jpg
143,ANDO,spotify:track:4GvEuYAfJlICR2SpMDaBxQ,2023 JERE KLEIN,12/1/2023,172774,230919745,image143.jpg
144,Summertime Sadness,spotify:track:1FEiijYPJtyswChfcpv3p0,Urban,1/1/2012,264773,1337511403,image144.jpg
145,Mockingbird,spotify:track:561jH07mF1jHuk7KlaeF0s,Aftermath,11/12/2004,250760,1585441959,image145.jpg
146,Flashing Lights,spotify:track:5TRPicyLGbAF2LGBFbHGvO,Roc-A-Fella,9/11/2007,237506,997408751,image146.jpg
147,Primera Cita,spotify:track:25OeKzcqakFPaJlXHPE5lm,Socios Music LLC,5/19/2023,186455,517317511,image147.jpg
148,"Why""d You Only Call Me When You""re High?",spotify:track:086myS9r57YsLbJpU0TgK9,Domino Recording Co,9/9/2013,161123,1603677778,image148.jpg
149,august,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,7/24/2020,261922,1021487051,image149.jpg
150,Believer,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Kid Ina Korner / Interscope,6/23/2017,204346,2910595908,image150.jpg
151,LADY GAGA,spotify:track:7mXuWTczZNxG5EDcjFEuJR,Double P Records,6/29/2023,212878,617265199,image151.jpg
152,Calm Down (with Selena Gomez),spotify:track:1s7oOCT8vauUh01PbJD6ps,Mavin Records / Jonzing World,4/27/2023,239317,1318065876,image152.jpg
153,Y LLORO,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,WEA Latina,10/5/2023,179013,268632524,image153.jpg
154,EL AMOR DE SU VIDA,spotify:track:0O3U5iwTbiXCREMkvotJuN,Grupo Frontera,8/25/2023,165848,395369369,image154.jpg
155,STAY (with Justin Bieber),spotify:track:567e29TDzLwZwfDuEpGTwo,Columbia,7/27/2021,141805,3007880007,image155.jpg
156,CLASSY 101,spotify:track:1hZsWUnLbqRw09jLAMQSsb,UMLE - Latino,12/1/2023,195586,787896650,image156.jpg
157,Perfect,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Atlantic Records UK,3/3/2017,263400,2882753431,image157.jpg
158,Fortunate Son,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,Craft Recordings,11/2/1969,140773,1275912854,image158.jpg
159,Danza Kuduro,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,UMLE - Machete,1/1/2010,198773,1552792105,image159.jpg
160,MI EX TENÍA RAZÓN,spotify:track:54zcJnb3tp9c5OVKREZ1Is,Bichota/Interscope Records,8/10/2023,154374,363504953,image160.jpg
161,Heat Waves,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Polydor Records,8/7/2020,238805,2899588612,image161.jpg
162,505,spotify:track:58ge6dfP91o9oXMzq3XkIS,Domino/Warner Records,4/24/2007,253586,1551407680,image162.jpg
163,MONACO,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,Rimas Entertainment LLC,10/13/2023,267194,419704299,image163.jpg
164,M.A.I,spotify:track:35ttE4t8lQZA2vuCYDg4G7,DALE PLAY Records,11/30/2023,184027,107755595,image164.jpg
165,All The Stars (with SZA),spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,Black Panther (TDE/DMG) PS,2/9/2018,232186,1535646120,image165.jpg
166,Heather,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Republic Records,3/20/2020,198040,1596219206,image166.jpg
167,The Hills,spotify:track:7fBv7CLKzipRk6EC6TWHOB,Universal Republic Records,8/28/2015,242253,2230867262,image167.jpg
168,Night Changes,spotify:track:5O2P9iiztwhomNh8xkR9lJ,Syco Music,11/17/2014,226600,1430119586,image168.jpg
169,Do I Wanna Know?,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Domino Recording Co,9/9/2013,272394,2103607472,image169.jpg
170,Cold Heart - PNAU Remix,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,EMI,10/22/2021,202735,1918156411,image170.jpg
171,Maps,spotify:track:4gbVRS8gloEluzf0GzDOFc,Interscope Records*,9/2/2014,189960,1589426699,image171.jpg
172,The Scientist,spotify:track:75JFxkI2RXiU7L9VXzMkle,Parlophone Records Limited,8/8/2002,309600,1836484858,image172.jpg
173,DILUVIO,spotify:track:2kz1YOhJiNubjigR1gB1VX,Sony Music Latin/Duars Entertainment,7/7/2023,197052,233962803,image173.jpg
174,Too Many Nights (feat. Don Toliver & with Future),spotify:track:2Hh3ETdQKrmSI3QS0hme7g,Republic Records,12/2/2022,199920,596705702,image174.jpg
175,Until I Found You (with Em Beihold) - Em Beihold Version,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,Republic Records,4/22/2022,176440,928282349,image175.jpg
176,Could You Be Loved,spotify:track:5O4erNlJ74PIF6kGol1ZrC,Island Records,,237000,861785884,image176.jpg
177,In The Stars,spotify:track:1ei3hzQmrgealgRKFxIcWn,Warner Records,4/29/2022,216410,639794414,image177.jpg
178,Apaga El Cel,spotify:track:1sXr6moCwVxwKEgSPxhVvF,Street Mob Records - Rancho Humilde,12/22/2023,170832,96771769,image178.jpg
179,Perfect Night,spotify:track:74X2u8JMVooG2QbjRxXwR8,SOURCE MUSIC,10/27/2023,159080,219733640,image179.jpg
180,goosebumps,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Cactus Jack / Epic,9/16/2016,243836,2294922542,image180.jpg
181,Those Eyes,spotify:track:2psRActEWsTlYYd7EDoyVR,Republic Records,10/20/2023,220750,709412756,image181.jpg
182,"Say You Won""t Let Go",spotify:track:5uCax9HTNlzGybIStD3vDh,Columbia,10/28/2016,211466,2716824072,image182.jpg
183,Trance (with Travis Scott & Young Thug),spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,Republic Records,12/2/2022,194786,567448436,image183.jpg
184,Take on Me,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,Rhino,6/1/1985,225280,1797994625,image184.jpg
185,Thinkin Bout You,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,Red Zone Entertainment / IDJ,7/10/2012,200746,903005502,image185.jpg
186,Karma,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,10/21/2022,204852,724591182,image186.jpg
187,Wake Me Up,spotify:track:0nrRP2bk19rLc0orkWPQk2,Universal Music AB,1/1/2013,247426,2241343544,image187.jpg
188,Yeah! (feat. Lil Jon & Ludacris),spotify:track:5rb9QrpfcKFHM1EUbSIurX,LaFace Records,3/23/2004,250373,1238212478,image188.jpg
189,Thank You (Not So Bad),spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt,Ministry of Sound Recordings,12/1/2023,140000,106211385,image189.jpg
190,Overdrive (feat. Norma Jean Martine),spotify:track:3bK1zVFBKIzYjmptmI4NsJ,Elektra France,10/6/2023,155905,148752187,image190.jpg
191,Es un Secreto,spotify:track:3KZCP2StVGdWkOKyRZNWA4,Pina Records,7/20/2010,192120,831199800,image191.jpg
192,Creep,spotify:track:70LcF31zb1H0PyJoS1Sx1r,XL Recordings,2/22/1993,238640,1575842264,image192.jpg
193,TUTA GOLD,spotify:track:371l4ekF9cDC2D5WuuabU6,Universal Music Italia srL.,2/15/2024,178467,65551581,image193.jpg
194,Fast Car,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,River House Artists/Columbia Nashville,3/24/2023,265493,442830149,image194.jpg
195,Runaway,spotify:track:3DK6m7It6Pw857FcQftMds,Roc-A-Fella,11/22/2010,547733,662830993,image195.jpg
196,A Tu Manera,spotify:track:2500EpUpryOBJX0rO8fDuB,WEA Latina,2/16/2024,261068,38726050,image196.jpg
197,Dark Red,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Three Quarter,2/20/2017,173104,1233107271,image197.jpg
